country_code,main_activity_code,main_activity_name,citl_information,year,value
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2006,28691674
PL,22,22 Production of coke,2. Verified emissions,2006,2912315
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2006,6034169
PL,24,24 Production of pig iron or steel,2. Verified emissions,2006,532682
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2006,12109
PL,29,29 Production of cement clinker,2. Verified emissions,2006,9865911
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2006,2192933
PL,31,31 Manufacture of glass,2. Verified emissions,2006,1381227
PL,32,32 Manufacture of ceramics,2. Verified emissions,2006,1167044
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2006,49483
PL,36,36 Production of paper or cardboard,2. Verified emissions,2006,1459962
PL,20,20 Combustion of fuels,2. Verified emissions,2007,179187807
PL,20-99,20-99 All stationary installations,2. Verified emissions,2007,209618357
PL,21,21 Refining of mineral oil,2. Verified emissions,2007,2837279
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2007,30430550
PL,22,22 Production of coke,2. Verified emissions,2007,3251754
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2007,6205887
PL,24,24 Production of pig iron or steel,2. Verified emissions,2007,522679
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2007,13065
PL,29,29 Production of cement clinker,2. Verified emissions,2007,11582049
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2007,2392879
PL,31,31 Manufacture of glass,2. Verified emissions,2007,1418874
PL,32,32 Manufacture of ceramics,2. Verified emissions,2007,730701
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2007,48015
PL,36,36 Production of paper or cardboard,2. Verified emissions,2007,1427368
PL,20,20 Combustion of fuels,2. Verified emissions,2008,173003833
PL,20-99,20-99 All stationary installations,2. Verified emissions,2008,204107419
PL,21,21 Refining of mineral oil,2. Verified emissions,2008,3016119
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2008,31103586
PL,22,22 Production of coke,2. Verified emissions,2008,2924693
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2008,1656016
PL,24,24 Production of pig iron or steel,2. Verified emissions,2008,5315815
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2008,1038759
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2008,13059
PL,29,29 Production of cement clinker,2. Verified emissions,2008,10473819
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2008,2218688
PL,31,31 Manufacture of glass,2. Verified emissions,2008,1414824
PL,32,32 Manufacture of ceramics,2. Verified emissions,2008,688507
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2008,276883
PL,36,36 Production of paper or cardboard,2. Verified emissions,2008,1215681
PL,42,42 Production of bulk chemicals,2. Verified emissions,2008,850723
PL,20,20 Combustion of fuels,2. Verified emissions,2009,166528601
PL,20-99,20-99 All stationary installations,2. Verified emissions,2009,191174249
PL,21,21 Refining of mineral oil,2. Verified emissions,2009,2939758
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2009,24645648
PL,22,22 Production of coke,2. Verified emissions,2009,1954383
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2009,1151097
PL,24,24 Production of pig iron or steel,2. Verified emissions,2009,3053482
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2009,739007
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2009,4692
PL,29,29 Production of cement clinker,2. Verified emissions,2009,8800432
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2009,1933200
PL,31,31 Manufacture of glass,2. Verified emissions,2009,1153211
PL,32,32 Manufacture of ceramics,2. Verified emissions,2009,543997
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2009,237955
PL,36,36 Production of paper or cardboard,2. Verified emissions,2009,1350792
PL,42,42 Production of bulk chemicals,2. Verified emissions,2009,783642
PL,20,20 Combustion of fuels,2. Verified emissions,2010,172499835
PL,20-99,20-99 All stationary installations,2. Verified emissions,2010,199726907
PL,21,21 Refining of mineral oil,2. Verified emissions,2010,2788111
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2010,27227072
PL,22,22 Production of coke,2. Verified emissions,2010,2606898
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2010,1444419
PL,24,24 Production of pig iron or steel,2. Verified emissions,2010,3733746
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2010,801851
PL,29,29 Production of cement clinker,2. Verified emissions,2010,9453108
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2010,2007674
PL,31,31 Manufacture of glass,2. Verified emissions,2010,1251576
PL,32,32 Manufacture of ceramics,2. Verified emissions,2010,545749
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2010,260364
PL,36,36 Production of paper or cardboard,2. Verified emissions,2010,1562552
PL,42,42 Production of bulk chemicals,2. Verified emissions,2010,771024
PL,20,20 Combustion of fuels,2. Verified emissions,2011,171836296
PL,20-99,20-99 All stationary installations,2. Verified emissions,2011,203026525
PL,21,21 Refining of mineral oil,2. Verified emissions,2011,3667570
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2011,31190229
PL,22,22 Production of coke,2. Verified emissions,2011,2578598
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2011,1564158
PL,24,24 Production of pig iron or steel,2. Verified emissions,2011,3995262
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2011,846944
PL,29,29 Production of cement clinker,2. Verified emissions,2011,11429320
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2011,2239656
PL,31,31 Manufacture of glass,2. Verified emissions,2011,1438085
PL,32,32 Manufacture of ceramics,2. Verified emissions,2011,529222
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2011,278401
PL,36,36 Production of paper or cardboard,2. Verified emissions,2011,1782990
PL,42,42 Production of bulk chemicals,2. Verified emissions,2011,840023
PL,10,10 Aviation,2. Verified emissions,2012,641424
PL,20,20 Combustion of fuels,2. Verified emissions,2012,167828418
PL,20-99,20-99 All stationary installations,2. Verified emissions,2012,196636280
PL,21,21 Refining of mineral oil,2. Verified emissions,2012,3856110
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2012,28807862
PL,22,22 Production of coke,2. Verified emissions,2012,2158711
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2012,1518958
PL,24,24 Production of pig iron or steel,2. Verified emissions,2012,3875336
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2012,818530
PL,29,29 Production of cement clinker,2. Verified emissions,2012,9738486
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2012,2008518
PL,31,31 Manufacture of glass,2. Verified emissions,2012,1476868
PL,32,32 Manufacture of ceramics,2. Verified emissions,2012,441088
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2012,296773
PL,36,36 Production of paper or cardboard,2. Verified emissions,2012,1819205
PL,42,42 Production of bulk chemicals,2. Verified emissions,2012,799279
PL,10,10 Aviation,2. Verified emissions,2013,616587
PL,20,20 Combustion of fuels,2. Verified emissions,2013,170073980
PL,20-99,20-99 All stationary installations,2. Verified emissions,2013,205735395
PL,21,21 Refining of mineral oil,2. Verified emissions,2013,4003031
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2013,35661415
PL,22,22 Production of coke,2. Verified emissions,2013,1973348
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2013,1524360
PL,24,24 Production of pig iron or steel,2. Verified emissions,2013,3406974
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2013,897889
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2013,1177712
PL,29,29 Production of cement clinker,2. Verified emissions,2013,8843382
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2013,2017824
PL,31,31 Manufacture of glass,2. Verified emissions,2013,1488484
PL,32,32 Manufacture of ceramics,2. Verified emissions,2013,1035490
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2013,300455
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2013,106703
PL,36,36 Production of paper or cardboard,2. Verified emissions,2013,2101529
PL,37,37 Production of carbon black,2. Verified emissions,2013,56398
PL,38,38 Production of nitric acid,2. Verified emissions,2013,578208
PL,41,41 Production of ammonia,2. Verified emissions,2013,1583907
PL,42,42 Production of bulk chemicals,2. Verified emissions,2013,4236144
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2013,329577
PL,10,10 Aviation,2. Verified emissions,2014,629899
PL,20,20 Combustion of fuels,2. Verified emissions,2014,160231274
PL,20-99,20-99 All stationary installations,2. Verified emissions,2014,197129387
PL,21,21 Refining of mineral oil,2. Verified emissions,2014,3896245
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2014,36898113
PL,22,22 Production of coke,2. Verified emissions,2014,1951805
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2014,1665911
PL,24,24 Production of pig iron or steel,2. Verified emissions,2014,3772656
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2014,897905
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2014,1281768
PL,29,29 Production of cement clinker,2. Verified emissions,2014,9636406
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2014,2114442
PL,31,31 Manufacture of glass,2. Verified emissions,2014,1489157
PL,32,32 Manufacture of ceramics,2. Verified emissions,2014,970268
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2014,310316
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2014,93823
PL,36,36 Production of paper or cardboard,2. Verified emissions,2014,1977947
PL,37,37 Production of carbon black,2. Verified emissions,2014,63973
PL,38,38 Production of nitric acid,2. Verified emissions,2014,556494
PL,41,41 Production of ammonia,2. Verified emissions,2014,1741581
PL,42,42 Production of bulk chemicals,2. Verified emissions,2014,4131197
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2014,346219
PL,10,10 Aviation,2. Verified emissions,2015,591020
PL,20,20 Combustion of fuels,2. Verified emissions,2015,161031974
PL,20-99,20-99 All stationary installations,2. Verified emissions,2015,198700536
PL,21,21 Refining of mineral oil,2. Verified emissions,2015,4284107
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2015,37668562
PL,22,22 Production of coke,2. Verified emissions,2015,1965955
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2015,1682177
PL,24,24 Production of pig iron or steel,2. Verified emissions,2015,3862176
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2015,961973
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2015,1305598
PL,29,29 Production of cement clinker,2. Verified emissions,2015,9441742
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2015,2143445
PL,31,31 Manufacture of glass,2. Verified emissions,2015,1454366
PL,32,32 Manufacture of ceramics,2. Verified emissions,2015,987778
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2015,301064
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2015,84605
PL,36,36 Production of paper or cardboard,2. Verified emissions,2015,2107166
PL,37,37 Production of carbon black,2. Verified emissions,2015,78318
PL,38,38 Production of nitric acid,2. Verified emissions,2015,576531
PL,41,41 Production of ammonia,2. Verified emissions,2015,1807323
PL,42,42 Production of bulk chemicals,2. Verified emissions,2015,4262311
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2015,361927
PL,10,10 Aviation,2. Verified emissions,2016,749946
PL,20,20 Combustion of fuels,2. Verified emissions,2016,160342968
PL,20-99,20-99 All stationary installations,2. Verified emissions,2016,198051726
PL,21,21 Refining of mineral oil,2. Verified emissions,2016,4211498
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2016,37708758
PL,22,22 Production of coke,2. Verified emissions,2016,1889722
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2016,1525360
PL,24,24 Production of pig iron or steel,2. Verified emissions,2016,3818601
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2016,953904
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2016,1373396
PL,29,29 Production of cement clinker,2. Verified emissions,2016,9703539
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2016,2226919
PL,31,31 Manufacture of glass,2. Verified emissions,2016,1540148
PL,32,32 Manufacture of ceramics,2. Verified emissions,2016,1034633
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2016,321542
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2016,94052
PL,36,36 Production of paper or cardboard,2. Verified emissions,2016,2055997
PL,37,37 Production of carbon black,2. Verified emissions,2016,90122
PL,38,38 Production of nitric acid,2. Verified emissions,2016,576590
PL,41,41 Production of ammonia,2. Verified emissions,2016,1757760
PL,42,42 Production of bulk chemicals,2. Verified emissions,2016,4123712
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2016,411263
PL,10,10 Aviation,2. Verified emissions,2017,943715
PL,20,20 Combustion of fuels,2. Verified emissions,2017,163015312
PL,20-99,20-99 All stationary installations,2. Verified emissions,2017,202166696
PL,21,21 Refining of mineral oil,2. Verified emissions,2017,4018133
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2017,39151384
PL,22,22 Production of coke,2. Verified emissions,2017,1886347
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2017,1566704
PL,24,24 Production of pig iron or steel,2. Verified emissions,2017,4224393
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2017,1035787
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2017,1758206
PL,29,29 Production of cement clinker,2. Verified emissions,2017,10271791
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2017,2284919
PL,31,31 Manufacture of glass,2. Verified emissions,2017,1599690
PL,32,32 Manufacture of ceramics,2. Verified emissions,2017,1085736
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2017,376244
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2017,114896
PL,36,36 Production of paper or cardboard,2. Verified emissions,2017,1791058
PL,37,37 Production of carbon black,2. Verified emissions,2017,92410
PL,38,38 Production of nitric acid,2. Verified emissions,2017,648843
PL,41,41 Production of ammonia,2. Verified emissions,2017,1824964
PL,42,42 Production of bulk chemicals,2. Verified emissions,2017,4109861
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2017,461402
PL,10,10 Aviation,2. Verified emissions,2018,1142534
PL,20,20 Combustion of fuels,2. Verified emissions,2018,160615296
PL,20-99,20-99 All stationary installations,2. Verified emissions,2018,199974539
PL,21,21 Refining of mineral oil,2. Verified emissions,2018,4321108
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2018,39359243
PL,22,22 Production of coke,2. Verified emissions,2018,1879355
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2018,1614716
PL,24,24 Production of pig iron or steel,2. Verified emissions,2018,3782323
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2018,1000310
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2018,1753516
PL,29,29 Production of cement clinker,2. Verified emissions,2018,11326116
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2018,2235862
PL,31,31 Manufacture of glass,2. Verified emissions,2018,1455327
PL,32,32 Manufacture of ceramics,2. Verified emissions,2018,1119798
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2018,373902
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2018,117086
PL,36,36 Production of paper or cardboard,2. Verified emissions,2018,1571197
PL,37,37 Production of carbon black,2. Verified emissions,2018,94291
PL,38,38 Production of nitric acid,2. Verified emissions,2018,597888
PL,41,41 Production of ammonia,2. Verified emissions,2018,1513356
PL,42,42 Production of bulk chemicals,2. Verified emissions,2018,4139069
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2018,464023
PL,10,10 Aviation,2. Verified emissions,2019,1097467
PL,20,20 Combustion of fuels,2. Verified emissions,2019,144964952
PL,20-99,20-99 All stationary installations,2. Verified emissions,2019,183690533
PL,21,21 Refining of mineral oil,2. Verified emissions,2019,4463662
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2019,38725581
PL,22,22 Production of coke,2. Verified emissions,2019,1511985
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2019,1517219
PL,24,24 Production of pig iron or steel,2. Verified emissions,2019,3403943
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2019,893497
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2019,1888498
PL,29,29 Production of cement clinker,2. Verified emissions,2019,11333394
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2019,2116036
PL,31,31 Manufacture of glass,2. Verified emissions,2019,1687717
PL,32,32 Manufacture of ceramics,2. Verified emissions,2019,1101213
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2019,334072
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2019,116637
PL,36,36 Production of paper or cardboard,2. Verified emissions,2019,1748268
PL,37,37 Production of carbon black,2. Verified emissions,2019,97311
PL,38,38 Production of nitric acid,2. Verified emissions,2019,573414
PL,41,41 Production of ammonia,2. Verified emissions,2019,1307968
PL,42,42 Production of bulk chemicals,2. Verified emissions,2019,4154421
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2019,476326
PL,10,10 Aviation,2. Verified emissions,2020,429191
PL,20,20 Combustion of fuels,2. Verified emissions,2020,134830136
PL,20-99,20-99 All stationary installations,2. Verified emissions,2020,171729419
PL,21,21 Refining of mineral oil,2. Verified emissions,2020,4324966
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2020,36899283
PL,22,22 Production of coke,2. Verified emissions,2020,1384020
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2020,1068491
PL,24,24 Production of pig iron or steel,2. Verified emissions,2020,2720871
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2020,834095
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2020,1771765
PL,29,29 Production of cement clinker,2. Verified emissions,2020,11153180
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2020,1914134
PL,31,31 Manufacture of glass,2. Verified emissions,2020,1719150
PL,32,32 Manufacture of ceramics,2. Verified emissions,2020,1043169
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2020,363500
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2020,119443
PL,36,36 Production of paper or cardboard,2. Verified emissions,2020,1600757
PL,37,37 Production of carbon black,2. Verified emissions,2020,85166
PL,38,38 Production of nitric acid,2. Verified emissions,2020,541105
PL,41,41 Production of ammonia,2. Verified emissions,2020,1758135
PL,42,42 Production of bulk chemicals,2. Verified emissions,2020,4094290
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2020,403046
PL,10,10 Aviation,2. Verified emissions,2021,497959
PL,20,20 Combustion of fuels,2. Verified emissions,2021,154219686
PL,20-99,20-99 All stationary installations,2. Verified emissions,2021,192032908
PL,21,21 Refining of mineral oil,2. Verified emissions,2021,4527942
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2021,37813222
PL,22,22 Production of coke,2. Verified emissions,2021,1684652
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2021,1278558
PL,24,24 Production of pig iron or steel,2. Verified emissions,2021,2958546
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2021,893783
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2021,1887868
PL,29,29 Production of cement clinker,2. Verified emissions,2021,10597955
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2021,2130053
PL,31,31 Manufacture of glass,2. Verified emissions,2021,1905744
PL,32,32 Manufacture of ceramics,2. Verified emissions,2021,1138004
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2021,407797
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2021,127891
PL,36,36 Production of paper or cardboard,2. Verified emissions,2021,1587136
PL,37,37 Production of carbon black,2. Verified emissions,2021,100335
PL,38,38 Production of nitric acid,2. Verified emissions,2021,495660
PL,41,41 Production of ammonia,2. Verified emissions,2021,1615416
PL,42,42 Production of bulk chemicals,2. Verified emissions,2021,4055882
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2021,420000
PL,10,10 Aviation,2. Verified emissions,2022,811416
PL,20,20 Combustion of fuels,2. Verified emissions,2022,144117306
PL,20-99,20-99 All stationary installations,2. Verified emissions,2022,184145848
PL,21,21 Refining of mineral oil,2. Verified emissions,2022,9636088
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2022,40028542
PL,22,22 Production of coke,2. Verified emissions,2022,1539424
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2022,984109
PL,24,24 Production of pig iron or steel,2. Verified emissions,2022,2430751
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2022,816295
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2022,1742082
PL,29,29 Production of cement clinker,2. Verified emissions,2022,11156795
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2022,1903190
PL,31,31 Manufacture of glass,2. Verified emissions,2022,1879012
PL,32,32 Manufacture of ceramics,2. Verified emissions,2022,1032995
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2022,363328
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2022,113153
PL,36,36 Production of paper or cardboard,2. Verified emissions,2022,1409841
PL,37,37 Production of carbon black,2. Verified emissions,2022,87730
PL,38,38 Production of nitric acid,2. Verified emissions,2022,484834
PL,41,41 Production of ammonia,2. Verified emissions,2022,1170904
PL,42,42 Production of bulk chemicals,2. Verified emissions,2022,2844758
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2022,433253
PL,10,10 Aviation,2. Verified emissions,2023,958531
PL,20,20 Combustion of fuels,2. Verified emissions,2023,117846884
PL,20-99,20-99 All stationary installations,2. Verified emissions,2023,153018903
PL,21,21 Refining of mineral oil,2. Verified emissions,2023,8766464
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2023,35172019
PL,22,22 Production of coke,2. Verified emissions,2023,1521057
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2023,786577
PL,24,24 Production of pig iron or steel,2. Verified emissions,2023,2037933
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2023,768201
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2023,1775988
PL,29,29 Production of cement clinker,2. Verified emissions,2023,9553807
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2023,1556990
PL,31,31 Manufacture of glass,2. Verified emissions,2023,1751249
PL,32,32 Manufacture of ceramics,2. Verified emissions,2023,745591
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2023,322862
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2023,75688
PL,36,36 Production of paper or cardboard,2. Verified emissions,2023,1210455
PL,37,37 Production of carbon black,2. Verified emissions,2023,81708
PL,38,38 Production of nitric acid,2. Verified emissions,2023,535405
PL,41,41 Production of ammonia,2. Verified emissions,2023,1208460
PL,42,42 Production of bulk chemicals,2. Verified emissions,2023,2128516
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2023,345068
PL,10,10 Aviation,2. Verified emissions,2024,1208568
PL,20,20 Combustion of fuels,2. Verified emissions,2024,111775915
PL,20-99,20-99 All stationary installations,2. Verified emissions,2024,148707821
PL,21,21 Refining of mineral oil,2. Verified emissions,2024,9149092
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2024,36931906
PL,22,22 Production of coke,2. Verified emissions,2024,1470771
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,2024,985897
PL,24,24 Production of pig iron or steel,2. Verified emissions,2024,2678798
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2024,799165
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2024,1812456
PL,29,29 Production of cement clinker,2. Verified emissions,2024,9432151
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2024,1635073
PL,31,31 Manufacture of glass,2. Verified emissions,2024,1723462
PL,32,32 Manufacture of ceramics,2. Verified emissions,2024,797937
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2024,341170
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2024,140448
PL,36,36 Production of paper or cardboard,2. Verified emissions,2024,1165760
PL,37,37 Production of carbon black,2. Verified emissions,2024,89035
PL,38,38 Production of nitric acid,2. Verified emissions,2024,508134
PL,41,41 Production of ammonia,2. Verified emissions,2024,1223110
PL,42,42 Production of bulk chemicals,2. Verified emissions,2024,2685642
PL,44,44 Production of soda ash and sodium bicarbonate,2. Verified emissions,2024,293805
PL,50,50,2. Verified emissions,2024,693320
PL,10,10 Aviation,2. Verified emissions,2025,1196652
PL,20,20 Combustion of fuels,2. Verified emissions,2025,95347150
PL,20-99,20-99 All stationary installations,2. Verified emissions,2025,113915915
PL,21,21 Refining of mineral oil,2. Verified emissions,2025,9574358
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,2025,18568765
PL,22,22 Production of coke,2. Verified emissions,2025,836478
PL,24,24 Production of pig iron or steel,2. Verified emissions,2025,164726
PL,25,25 Production or processing of ferrous metals,2. Verified emissions,2025,440579
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,2025,30810
PL,29,29 Production of cement clinker,2. Verified emissions,2025,967930
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,2025,852420
PL,31,31 Manufacture of glass,2. Verified emissions,2025,739665
PL,32,32 Manufacture of ceramics,2. Verified emissions,2025,639888
PL,33,33 Manufacture of mineral wool,2. Verified emissions,2025,311299
PL,34,34 Production or processing of gypsum or plasterboard,2. Verified emissions,2025,67248
PL,36,36 Production of paper or cardboard,2. Verified emissions,2025,165503
PL,37,37 Production of carbon black,2. Verified emissions,2025,91572
PL,38,38 Production of nitric acid,2. Verified emissions,2025,495601
PL,41,41 Production of ammonia,2. Verified emissions,2025,410723
PL,42,42 Production of bulk chemicals,2. Verified emissions,2025,2779965
PL,20,20 Combustion of fuels,2. Verified emissions,Total 1st trading period (05-07),537671834
PL,20-99,20-99 All stationary installations,2. Verified emissions,Total 1st trading period (05-07),622384223
PL,21,21 Refining of mineral oil,2. Verified emissions,Total 1st trading period (05-07),9142434
PL,21-99,21-99 All industrial installations (excl. combustion),2. Verified emissions,Total 1st trading period (05-07),84712389
PL,22,22 Production of coke,2. Verified emissions,Total 1st trading period (05-07),8635394
PL,23,23 Metal ore roasting or sintering,2. Verified emissions,Total 1st trading period (05-07),17122921
PL,24,24 Production of pig iron or steel,2. Verified emissions,Total 1st trading period (05-07),1540353
PL,28,28 Production or processing of non-ferrous metals,2. Verified emissions,Total 1st trading period (05-07),35003
PL,29,29 Production of cement clinker,2. Verified emissions,Total 1st trading period (05-07),29781517
PL,30,"30 Production of lime, or calcination of dolomite/magnesite",2. Verified emissions,Total 1st trading period (05-07),6639091
PL,31,31 Manufacture of glass,2. Verified emissions,Total 1st trading period (05-07),4186768
PL,32,32 Manufacture of ceramics,2. Verified emissions,Total 1st trading period (05-07),3062323
PL,33,33 Manufacture of mineral wool,2. Verified emissions,Total 1st trading period (05-07),148883
PL,36,36 Production of paper or cardboard,2. Verified emissions,Total 1st trading period (05-07),4417702
